Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence,Study,Notes,Tags
"Paraneoplastic syndromes of the spinal cord, nerve, and muscle","Rudnicki, S. A.; Dalmau, J.","Cancer can affect the peripheral nervous system by non-metastatic, sometimes immune-mediated mechanisms. Recognition of these paraneoplastic syndromes is important because it can lead to the detection of the tumor, and also helps to avoid unnecessary studies to determine the cause of the neurologic symptoms in patients with cancer. Many paraneoplastic syndromes of the peripheral nervous system are not associated with serum antibodies that serve as markers of paraneoplasia. For this group of disorders the diagnosis depends on the clinician's index of suspicion and conventional electrophysiologic and laboratory tests. Treatment of the tumor, immunotherapy, or both may improve some of these syndromes. This review focuses on paraneoplastic syndromes of the spinal cord, peripheral nerve, and muscle, (C) 2000 John Wiley & Sons, Inc.",2000,Dec,Muscle & Nerve,23,12,1800-1818,WOS:000165550800003,10.1002/1097-4598(200012)23:12<1800::Aid-mus3>3.3.Co;2-o,,6747,Rudnicki 2000,,
NEUROLEPTIC MALIGNANT SYNDROME IN STIFF PERSON SYNDROME,"Sachdev, A.; Moussa, S.",,2016,Sep,Muscle & Nerve,54,3,590-590,WOS:000383466600163,,,6756,Sachdev 2016,,
"Startles, Stiffness, and SLC6A5: Do You Know the Condition?","Saini, A. G.; Taketani, T.; Sahu, J. K.; Singhi, P.",,2018,Apr,Pediatric Neurology,81,,49-50,WOS:000430995600011,10.1016/j.pediatrneurol.2017.12.012,,6760,Saini 2018,,
Cortical silent periods in stiff person syndrome,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.",,1998,Apr,Neurology,50,4,A165-A165,WOS:000073240900477,,,6777,Sandbrink 1998,Yasamin Mahjoub (2023-06-12 02:31:44)(Select): Requested through UCalgary Interlibrary Loan; Yasamin Mahjoub (2023-06-08 09:22:42)(Select): Not on Neurology journal website archive; ,
Motor cortex excitability in stiff-person syndrome,"Sandbrink, F.; Syed, N. A.; Fujii, M. D.; Dalakas, M. C.; Floeter, M. K.","Muscle stiffness in stiff-person syndrome (SPS) is produced by continuous, involuntary firing of motor units that is thought to be caused by an autoimmune mediated dysfunction of GABA-ergic inhibitory neurones. We have postulated that the loss of GABA-ergic inputs from spinal interneurones alone is insufficient to produce tonic firing of motor neurones and that excessive supraspinal excitation could also play a role. To determine whether SPS is associated with dysfunction in supraspinal GABA-ergic neurones, we assessed the excitability of the motor cortex with transcranial magnetic stimulation (TMS) in seven SPS: patients and seven age-matched healthy volunteers, SPS patients had normal central motor conduction times, normal thresholds for motor evoked potentials (MEPs) in leg muscles, and a normal MEP stimulus versus response recruitment curve with increasing TMS intensities in resting hand and leg muscles. Cortical silent periods were shortened in leg muscles. Intracortical inhibition and excitation were assessed while recording from the abductor pollicis brevis, using a paired pulse TMS paradigm with subthreshold conditioning stimuli, Patients had decreased inhibition and markedly increased facilitation at short intervals. Using paired suprathreshold TMS, patients exhibited increased facilitation at 20- and 40-ms intervals. These results point to a hyperexcitability of the motor cortex in SPS, which could be explained by impairment of supraspinal GABA-ergic neurones, leading to an impaired balance between inhibitory and excitatory intracortical circuitry.",2000,Nov,Brain,123,,2231-2239,WOS:000165413200005,10.1093/brain/123.11.2231,,6778,Sandbrink 2000,,Electrophysiology
Clinical and cell biology analysis of stiff person syndrome with eye movement and cerebellar abnormalities. Evidence for degradation of sarcomeric cytoskeletal proteins,"Yakhno, N. N.; Golubeva, V. V.; Mozolevsky, Y. V.; Zinovyeva, O. E.; Katushkina, E. A.; Shenkman, B. S.; Chistiakov, I. N.; Podlubnaya, Z. A.; Vikhliantsev, I. M.",,2008,Aug,European Journal of Neurology,15,,16-16,WOS:000258379000057,,,6796,Yakhno 2008,Karlo Lizarraga (2023-07-01 11:20:38)(Select): Conference abstract (see page 8); ,
Stiff person syndrome associated with Graves' disease and thymoma,"Yoon, S. S.; Hwang, K. J.; Woo, J. T.; Cho, S. S.",,2012,Sep,European Journal of Neurology,19,,384-384,WOS:000309359702141,,,6809,Yoon 2012,,
An unusual brainstem encephalitis associated with anti-glycine receptor antibodies: Clinicopathological description,Lux D.; Kumar G.; Webb T.; Bodi I.; Moran N. ,"Background and aims: Glycine receptor (GlycR) antibodies are most frequently associated with the syndrome progressive encephalomyelitis with rigidity and myoclonus. Previous reports of GlycR-associated syndromes demonstrated a variable response to immunotherapy. Neuropathological reports are few. The current case is of interest in that it was characterised predominantly by brainstem features without rigidity, responded to immunotherapy and proceeded to post-mortem examination. Method(s): A well 64-year-old man presented with external ophthalmoplegia, facial weakness, bulbar dysfunction, hyper-reflexia and myoclonus with onset three days after coryzal symptoms. There was no rigidity, cognitive impairment or seizures. No neoplastic or vasculitic condition was identified. Serum GlycR antibodies were positive. Negative tests included: onconeuronal antibodies; antibodies vs. N-methyl-D-aspartate receptor, voltage gated potassium channel, glutamic acid decarboxylase, and gangliosides; MRI of the neural axis; cerebrospinal fluid analysis; nerve conduction studies. Result(s): Despite two courses of intravenous immunoglobulin, he had a respiratory arrest and required prolonged invasive ventilation, complicated by fluctuating tachy-bradycardia with intermittent asystole. Following plasma exchange and corticosteroids, he was weaned from ventilation and began mobilising. Ophthalmoplegia and myoclonus completely resolved but bulbar recovery was incomplete. The patient died following severe pulmonary oedema 110 days after presentation. Detailed post-mortem examinations found no significant abnormalities in the brain, spinal cord or heart and no evidence of a malignancy. Conclusion(s): This case illustrates a GlycR-associated brainstem syndrome with significant autonomic involvement as well as the potential for neurological improvement with immunotherapy. The absence of rigidity was unusual.1 The lack of histopathological change supports previous literature arguing against a destructive pathogenesis of GlycR-associated syndromes.1.",2017,/,European Journal of Neurology,24,Supplement 1,216,,http://dx.doi.org/10.1111/ene.13367,617491654,6899,Lux 2017,Karlo Lizarraga (2021-10-14 06:06:52)(Select): Unable to find abstract or full text. Looks like conference paper. Full text review required.; ,Clinical manifestations; Review Article
Clinical Neurophysiologic Studies in Stiff-Man Syndrome: Use of Simultaneous Video-Electroencephalographic-Surface Electromyographic Recording,ARMON C.; McEVOY K.M.; WESTMORELAND B.F.; McMANIS P.G. ,"Three patients with a clinical diagnosis of stiff-man syndrome were studied with simultaneous video-electroencephalographic-surface electromyographic recordings in addition to routine electromyography in order to obtain objective data to confirm their diagnosis, to improve our understanding of the diagnosis of stiff-man syndrome, and to define reproducible clinical and neurophysiologic criteria for the stiff-man syndrome. These patients had the following features of this syndrome: (1) continuous muscle activity that varied with awake and sleep states, posture, passive and active movements, and medications; (2) superimposed intermittent generalized contractions while awake, which continued into drowsiness and interfered with onset of sleep; and (3) abnormal cocontractions of antagonistic muscles. The characteristic findings in the stiff-man syndrome can be recorded by using video-electroencephalographic-surface electromyographic techniques, a useful application of equipment already available in most electroencephalography laboratories. Neurophysiologic techniques can help in elucidating the clinical findings in the stiff-man syndrome. Further systematic study in patients before and during treatment is needed to identify common diagnostic criteria for this syndrome.Copyright © 1990 Mayo Foundation for Medical Education and Research",1990,/,Mayo Clinic Proceedings,65,7,960-967,,http://dx.doi.org/10.1016/S0025-6196%2812%2965157-X,618160888,7489,ARMON 1990,,Electrophysiology; Immunological - Lab tests
Stiff-person spectrum disorders in Russia: A retrospective analysis of 20 cases,Seliverstov Y.U.; Ginzberg M.; Melnik E.; Fominykh V.; Skalnaya A.; Brylev L. ,"Objective: We aimed to analyze clinical and immunologic features of a cohort of stiff-person spectrum disorder (SPSD) patients, who have been clinically managed by us in recent years. Background(s): To date, the largest cohort of SPSD patients was analyzed in a work by Martinez-Hernandez et al. (2016) and included121 subjects. In Russia, only single case reports have been published. We present a relatively large cohort of 20 patients with SPSD. Method(s): A retrospective analysis of health records of 20 patients diagnosed by our group with SPSD during the period of 2015-2019 was performed. Patients have been followed at the Research Center of Neurology (Moscow), Buyanov Moscow City Clinical Hospital, and City General Hospital No. 2 (St. Petersburg). All available demographic, clinical, and laboratory data were extracted from the health records together with the results of EMG and neuroimaging studies. Result(s): Out of 20 patients only 2 were men. The median age-at-onset was 50 years ranging from 22 to 69. The median of the time from the first symptom onset to the correct diagnosis was 29 months (14.25; 64). Nobody was referred with an initially diagnosed or suspected SPSD. The most frequent diagnostic 'masks' were 'degenerative spine disease' and 'somatoform disorder'. In most cases, stiffness distribution was quite typical. Most common first complaints included stiffness in lumbar region and thighs as well as painful muscle spasms. Eighteen patients were found to have serum antibodies to GAD65, 2 were negative for serum antibodies to both GAD65 and amphiphysin, of whom 1 was positive for CSF anti- GAD65. Five patients were diagnosed with type 2 diabetes. Six patients had cerebellar signs, 13 experienced falls, and 2 had epileptic seizures. In 6 subjects, symptomatic therapy only was enough to sufficiently improve clinical status, whereas other demanded immunotherapy. Conclusion(s): The demographic data were consistent with that published on SPSD. The time from the first symptom onset to the conclusive diagnosis was similar to, and even slightly shorter than, that in the study by Rakocevic et al. (2019). Causes of diagnostic pitfalls in SPSD may include (1) insufficient awareness among medical specialists and (2) misinterpretations by the physicians of the unusual or non-specific complaints at the disease onset. Clinical and EMG features are of great importance given that occasional SPSD cases may be antibody-negative.",2020,/,Movement Disorders,35,SUPPL 1,S141-S142,,http://dx.doi.org/10.1002/mds.28268,633833990,7503,Seliverstov 2020,Gustavo  Da Prat (2024-12-19 08:56:16)(Included): untraceable; ,Clinical manifestations; Treatment
Immune reactivity to glutamic acid decarboxylase 65 in stiff-man syndrome and type 1 diabetes mellitus,Lohmann T.; Hawa M.; Leslie R.D.G.; Lane R.; Picard J.; Londei M. ,"Background. The immune response to an isoform of glutamic acid decarboxylase (GAD), GAD65, is associated with two clinically distinct diseases, stiff-man syndrome (SMS) and type 1 (insulin-dependent) diabetes mellitus. We sought to identify differences in the cellular and humoral immune responses to GAD in these two diseases. Methods. We compared T-cell responses in 14 SMS patients with axial disease and 17 patients with type 1 diabetes. Findings. Peripheral blood T cells of eight SMS patients recognised different immunodominant epitopes of GAD65 compared with T cells from 17 patients with type 1 diabetes. GAD regions 81-171 and 313-403 induced a dominant T-cell response in six of eight patients with SMS but in only one of 17 patients with type 1 diabetes (p = 0.001). No SMS patients responded dominantly to GAD fragments 161-243 and 473-555 compared with ten patients with type 1 diabetes (p = 0.008). GAD antibodies were detected in 11 of 14 SMS patients (seven with diabetes) and 11 of 17 patients with type 1 diabetes; IgG1 was dominant in both groups. SMS patients, however, were more likely than patients with diabetes to have isotypes other than IgG1 (p = 0.03), in particular, IgG4 or IgE isotypes, which were not detected in patients with type 1 diabetes (p = 0.012). Interpretation. Our findings indicate differences between patients with SMS and type 1 diabetes in cellular (epitope recognition) and humoral (isotype pattern) responses to GAD65. Thus the same autoantigen can elicit distinct immune responses in patients with SMS, even when associated with diabetes, compared with patients with type 1 diabetes.",2000,/,Lancet,355,9223,31-35,,,30416992,7557,Lohmann 2000,,Clinical manifestations; Immunological - Lab tests
Clinical and immunological studies in a 3-generation family with very high titers of anti-GAD antibodies,Tsiortou P.; Alexopoulos H.; Akrivou S.; Barba C.; Kosmidis M.; Dalakas M. ,"Objective: To study clinicopathological parameters in a 3-generation family with high-titer antiglutamic acid decarboxylase (GAD) antibodies. Background(s): High-titer anti-GAD autoantibodies are a hallmark of neurological syndromes including Stiff Person Syndrome (SPS) and autoimmune epilepsy. Low-GAD titers are typically seen in type 1 Diabetes (DM1). Design/Methods: Sera from three family members (female index patient, her father and her paternal grandmother) were serially tested for anti-GAD antibodies using ELISA, Western Blot (WB) and immunohistochemistry (IHC) on mouse brain and primary hippocampal neurons. Patients were examined and their medical histories assessed. Result(s): All patients had high-titer anti-GAD antibodies (>20,000 IU/ml-ELISA). The index patient, a 25-year-old woman, presented in 2012 with autoimmune epilepsy treated successfully with steroids and low-doses levetiracetam. Her serum immunoreacted strongly to cultured hippocampal neurons and brain cerebellum, cortex, hippocampus and striatum. By 2017, she developed typical SPS, without DM1. Her anti-GAD titers remained persistently high (2,5-4,6 x 106IU/ml) but the immunostaining intensity to hippocampal neurons, cerebellum and striatum diminished. Her father and grandmother have DM1 with very high-GAD titers (1,8 x 106 and 0,7 x 106 IU/ml respectively), never observed in DM1 patients alone without neurological manifestations, up to a-5-year follow-up. Their sera did not immunostain hippocampal neurons but bound to cerebellum, similarly to the index case. Preliminary WB data on brain extracts showed the same immunoreactivity pattern, presumably recognizing linear epitopes, in all 3 patients. Conclusion(s): This is the first family with very high anti-GAD titers in 3 generations. Whereas the index patient presented with autoimmune epilepsy that evolved into SPS without DM1, her family members had only DM1 and very high anti-GAD antibodies without neurological disease, even though their serum recognized neuronal epitopes similar to the index case. Whether patients with very high-GAD titers can develop neurological disease over a longer observational period, remains to be determined.",2019,/,Neurology,92,15 Supplement 1,,,,629301130,7716,Tsiortou 2019,,Immunological - Lab tests
Spinal segmental myoclonus in both legs associated with antibodies to glycine receptors,Nanaura H.; Kataoka H.; Kiriyama T.; Eura N.; Iwasa N.; Shobatake R.; Horikawa H.; Sugie K. ,,2019,/,Neurology: Clinical Practice,9,2,176-177,,http://dx.doi.org/10.1212/CPJ.0000000000000557,629640807,7781,Nanaura 2019,,Clinical manifestations; Review Article
A case of gad-generalized anxiety disorder or something more?,Pedowitz E.; Shin S. ,"INTRODUCTION/BACKGROUND: Stiff-person syndrome (SPS) is a neuroimmunological disorder characterized by progressive rigidity and painful muscle spasms. SPS is associated with autoantibodies to glutamic acid decarboxylase (GAD). Generalized anxiety disorder and panic disorder have been described in patients with SPS. CASE REPORT: A 56-year-old woman presented in 2013 with anxiety and memory concerns. She reported 1 year of worsening severe anxiety, depressed mood, poor concentration, inability to multitask, confusion, and insomnia. It affected her job as an administrative assistant, and friends and family had commented on her being overly worried, which was out of character. Neurological examination at the time was normal except for mild axial stiffness. She was prescribed escitalopram 10 mg daily which greatly improved her anxiety. A GAD65 antibody test result was 2689 nmol/L (reference <=0.02 nmol/L) on the Mayo paraneoplastic autoantibody panel. Over the next few years of evaluations, she developed worsening stiffness and gait imbalance requiring the use of a cane, and neurological examination revealed worsening axial rigidity, an unsteady broad-based gait, and saccadic pursuits with end-gaze nystagmus. Brain MRI revealed mild cerebellar atrophy. She then developed painful full body spasms. IVIg was started and maintained at 1 g/month, and benzodiazepines were increased to standing and as-needed doses with improvement of symptoms. SUMMARY/CONCLUSION: We describe a patient with GAD65 antibody-positive SPS with cerebellar ataxia whose presenting symptom was new-onset anxiety. There are cases of SPS being misdiagnosed as psychiatric or functional illness. It's important to consider this diagnosis in patients presenting with new-onset depression and anxiety.",2020,/,Muscle and Nerve,62,SUPPL 1,S17,,http://dx.doi.org/10.1007/s00259-020-04988-4,634242448,7804,Pedowitz 2020,,Clinical manifestations
