issue_id,paper_id,covidence_id,title,authors,published_year,journal,stage,issue_type,severity,status,source_registry,source_field,revisit_reason,recommended_action,blocking_downstream,detected_at_utc
1150|06_sps_case_count|reference_heuristic_count_needs_review|source_sps_case_count_registry.csv,1150,1150,Stiff person syndrome presenting as 'stiff eyes',Vinjam M.R.; Shanmugarajan P.; Ford H.,2015,"Journal of Neurology, Neurosurgery and Psychiatry",06_sps_case_count,reference_heuristic_count_needs_review,medium,reference_heuristic_manual_review_required,source_sps_case_count_registry.csv,count_manual_review_required,"reference_only_publish_fallback=true | count_basis=source_single_case_default | count_confidence=medium | candidate_notes=preferred_text_source=full_text; source_context_adjusted_primary_estimate; distinct_candidate_counts=[0, 1]; count_eligibility_status=extractable","Review the source or restore run artefacts, then replace the reference-only fallback with reviewed evidence.",true,2026-04-26T22:28:09.860309+00:00
1153|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1153,1153,A new clinical tool (BRIT) to monitor IVIg efficacy in patients with stiff person syndrome,Weerasinghe S.; Sadalage G.; Jacob S.,2015,"Journal of Neurology, Neurosurgery and Psychiatry",05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496052+00:00
1153|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1153,1153,A new clinical tool (BRIT) to monitor IVIg efficacy in patients with stiff person syndrome,Weerasinghe S.; Sadalage G.; Jacob S.,2015,"Journal of Neurology, Neurosurgery and Psychiatry",05b_proceedings_qc,proceedings_qc_follow_up_required,blocker,mismatch,proceedings_text_qc_registry.csv,qc_status,Title/author alignment is too weak for a reliable proceedings match.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:15.933245+00:00
1154|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1154,1154,Clinical features and treatment response in a large UK cohort of stiff person syndrome patients,Sadalage G.; Karim A.; Jacob S.,2015,"Journal of Neurology, Neurosurgery and Psychiatry",05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:15.936757+00:00
1154|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1154,1154,Clinical features and treatment response in a large UK cohort of stiff person syndrome patients,Sadalage G.; Karim A.; Jacob S.,2015,"Journal of Neurology, Neurosurgery and Psychiatry",06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=primary | verification_status=llm_candidate_exact | llm_count_confidence=medium | llm_selected_candidate_id=cand01 | The abstract explicitly reports that 12 patients with a diagnosis of SPS and positive antibodies were evaluated in detail. This supports an extractable SPS cohort of 12, but because this is a conference abstract and the wording implies a broader looked-at group from which 12 were evaluated in detail, manual review remains appropriate.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T09:06:51.753459+00:00
1215|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,2016,Journal of Allergy and Clinical Immunology,05_proceedings_trim,trim_manual_review_required,high,header_only_source,text_trim_registry.csv,trim_status,Matched entry appears to contain header-only listing without abstract body.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496066+00:00
1215|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,2016,Journal of Allergy and Clinical Immunology,05b_proceedings_qc,proceedings_qc_follow_up_required,high,header_only_source,proceedings_text_qc_registry.csv,qc_status,Matched source appears to be a title/author listing without abstract body text.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:16.151851+00:00
1215|06_sps_case_count|case_count_manual_review_required|source_sps_case_count_registry.csv,1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,2016,Journal of Allergy and Clinical Immunology,06_sps_case_count,case_count_manual_review_required,medium,llm_candidate_exact,source_sps_case_count_registry.csv,count_manual_review_required,"challenge_stage=challenge | verification_status=llm_candidate_exact | llm_count_confidence=medium | challenge_reasons=local_validation_conflict=0 vs 1 | llm_selected_candidate_id=cand02 | Among the 3 CVID cases, only Case 3 is explicitly described as having stiff-person's syndrome, while Cases 1 and 2 have nonspecific stiffness/weakness symptoms that do not safely establish SPS-spectrum diagnoses. Therefore the best-supported extractable SPS-spectrum count is 1 patient.","Review the count evidence, update the count manual-review ledger or gold corpus, and rerun the stage-06 publish step.",true,2026-04-19T09:07:38.749476+00:00
1215|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1215,1215,Three cases of elevated IL-1beta in common variable immunodeficiency (CVID) with autoimmune complications,Toh J.; Gavrilova T.; Rubinstein A.,2016,Journal of Allergy and Clinical Immunology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,"Case headings do not begin with the first case, so the leading case block is not safely isolated.",Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.538999+00:00
1216|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1216,1216,Two atypical cases of stiff-person syndrome,Pires K.; Amaral C.; Pupe C.; Pessoa B.; Orsini M.; Custodio R.; Andorinho A.; Souza O.; Nascimento O.,2016,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539011+00:00
1217|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1217,1217,Epidemiology of stiff person syndrome in the United States veterans health administration database,Galli J.; Greenlee J.; Soldan M.P.; Clardy S.,2016,Neurology,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:16.155577+00:00
1220|07_case_series_split|case_series_split_manual_review_required|case_series_split_registry.csv,1220,1220,Stiff-person syndrome exacerbated with serotonin-norepinephrine reuptake inhibitor use,Benavides D.; Newsome S.,2016,Neurology,07_case_series_split,case_series_split_manual_review_required,medium,manual_review_required,case_series_split_registry.csv,split_status,Could not find at least two distinct explicit case/patient headings.,Review case boundaries manually or mark the paper unsuitable for case-level splitting.,true,2026-05-07T11:48:48.539023+00:00
1227|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1227,1227,Role of plasma exchange in stiff person syndrome,Albahra S.; Yates S.; Matevosyan K.; Sarode R.,2016,Journal of Clinical Apheresis,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490391+00:00
1229|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1229,1229,Progressive encephalomyelitis with rigidity and myoclonus (PERM) associated with glycine receptor antibodies as first manifestation of hodgkin's lymphoma: A case report,Borellini L.; Lanfranconi S.; Trezzi I.; Franco G.; Di Fonzo A.; Bonato S.; Bresolin N.,2016,European Journal of Neurology,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,No abstract block could be segmented from the proceedings text.,"Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490431+00:00
1230|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1230,1230,Stiff Person Syndrome: A female case report with focal onset and multiple limb involvement,Vaz S.; Barros A.; Calado A.; Sequeira J.; Melancia D.; Fernandes A.,2016,European Journal of Neurology,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,No abstract block could be segmented from the proceedings text.,"Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490444+00:00
1231|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1231,1231,Therapeutic challenges of stiff person syndrome: A case report,Varga E.T.; Gyorgyi Md T.; Vecsei L.,2016,European Journal of Neurology,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,No abstract block could be segmented from the proceedings text.,"Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490471+00:00
1233|05_proceedings_trim|proceedings_manual_review_queue|proceedings_manual_review_queue.csv,1233,1233,Stiff person syndrome,Dosekova P.; Krastev G.; Haring J.; Lackovic R.,2016,Movement Disorders,05_proceedings_trim,proceedings_manual_review_queue,medium,queued,proceedings_manual_review_queue.csv,manual_status,"Proceedings detected, but the best abstract block match is below the auto-trim confidence threshold.","Review target abstract boundaries, record the manual decision, and rerun proceedings-ready publication.",true,2026-05-07T11:48:48.490483+00:00
1233|05_proceedings_trim|trim_manual_review_required|text_trim_registry.csv,1233,1233,Stiff person syndrome,Dosekova P.; Krastev G.; Haring J.; Lackovic R.,2016,Movement Disorders,05_proceedings_trim,trim_manual_review_required,medium,manual_review_required,text_trim_registry.csv,trim_status,Matched entry appears truncated or lacks sufficient abstract body content.,Revisit proceedings localisation and publish a safe proceedings-ready text layer.,true,2026-05-07T11:48:48.496081+00:00
1233|05b_proceedings_qc|proceedings_qc_follow_up_required|proceedings_text_qc_registry.csv,1233,1233,Stiff person syndrome,Dosekova P.; Krastev G.; Haring J.; Lackovic R.,2016,Movement Disorders,05b_proceedings_qc,proceedings_qc_follow_up_required,medium,untrimmed_localised,proceedings_text_qc_registry.csv,qc_status,Target appears localised in full proceedings text; trimming/manual review is still required.,"Review proceedings QC, fix the target span if needed, and rerun proceedings-ready publication.",true,2026-04-06T13:53:52.980544+00:00
